#,No.,Name,Laps,Lead,Lap Tm,Spd,Elapsed Tm,Passing Tm,Hits,Strength,Noise,Photocell Time,Transponder,Backup Tx,Backup Passing Tm,Class
1,,Green Flag,,,,,0,10:01:56.779,,,,,,,,
865,12,Nici Walde 12,71,71,3:07.052,"48,1",3:25:55.411,13:27:52.190,49,126,29,,RS-39204,0,,F
866,28,Ymte Sijbrandij 28,69,71,3:07.545,48,3:26:01.398,13:27:58.177,44,150,27,,FL-59825,0,,M
867,21,Vladimir 21,6,71,4:17.265,35,3:26:08.357,13:28:05.136,55,149,28,,TK-75384,0,,M
868,11,Piet Kaagman 11,9,71,2:51.884,"52,4",3:26:13.650,13:28:10.429,39,179,28,,TT-76200,0,,M
869,41,Hanno Habighorst 41,67,71,3:02.214,"49,4",3:26:23.222,13:28:20.001,50,104,29,,FL-67553,0,,M
870,46,Xander Niezing 46,7,71,3:09.741,"47,4",3:26:27.384,13:28:24.163,40,131,29,,CV-94540,0,,M
871,29,Pieter Sijbrandij 29,9,71,3:03.946,"48,9",3:26:57.882,13:28:54.661,44,139,34,,RR-86309,0,,M
872,15,Alexander Lechtenberg 15,5,71,5:27.176,"27,5",3:26:58.570,13:28:55.349,51,134,32,,FL-68490,0,,M
873,40,Alexander Kamminga 40,51,71,4:15.161,"35,3",3:27:07.616,13:29:04.395,50,148,33,,SW-51561,0,,M
874,3,Peter Welk 3,7,71,3:50.594,39,3:27:13.894,13:29:10.673,49,139,34,,RG-24042,0,,M
875,24,Peter Coppens 24,52,71,3:25.943,"43,7",3:27:20.434,13:29:17.213,39,125,35,,FL-79890,0,,M
876,30,Bo Gustavsson 30,66,71,3:26.501,"43,6",3:27:22.141,13:29:18.920,51,118,35,,CK-85561,0,,M
877,31,Peter Haan 31,8,71,3:20.716,"44,8",3:27:27.183,13:29:23.962,24,164,33,,SW-67991,0,,M
878,8,Otmar Buchert 8,5,71,5:39.952,"26,5",3:27:32.561,13:29:29.340,50,157,34,,RR-17418,0,,M
879,25,Ulrich Bentlage 25,7,71,3:51.763,"38,8",3:27:35.616,13:29:32.395,51,154,35,,TS-92224,0,,M
880,32,Heinz Bentlage 32,7,71,3:52.530,"38,7",3:27:36.099,13:29:32.878,53,168,35,,LS-77829,0,,M
881,22,Reinis Avens 22,7,71,3:52.323,"38,7",3:27:36.650,13:29:33.429,53,152,35,,TN-05564,0,,M
882,1,Christian Winkgen 1,63,71,3:40.381,"40,8",3:27:53.397,13:29:50.176,34,164,31,,FR-20127,0,,M
883,16,Harry Lieben 16,9,71,3:06.522,"48,3",3:27:59.197,13:29:55.976,50,123,28,,SP-58826,0,,M
884,7,Swannette Tempelman 7,57,71,3:47.764,"39,5",3:28:06.793,13:30:03.572,56,172,26,,HL-85304,0,,F
885,13,Daniel Fenn 13,71,71,2:46.674,54,3:28:09.706,13:30:06.485,42,165,26,,RS-44911,0,,M
886,6,Bernhard Böhler 6,61,71,3:19.555,"45,1",3:28:35.256,13:30:32.035,34,219,28,,TH-71610,0,,M
887,12,Nici Walde 12,72,72,3:03.177,"49,1",3:28:58.588,13:30:55.367,49,125,30,,RS-39204,0,,F
888,28,Ymte Sijbrandij 28,70,72,3:04.807,"48,7",3:29:06.205,13:31:02.984,44,149,32,,FL-59825,0,,M
889,11,Piet Kaagman 11,10,72,2:56.068,"51,1",3:29:09.718,13:31:06.497,34,173,32,,TT-76200,0,,M
890,35,Maarten Sijbrandij 35,56,72,3:45.187,40,3:29:11.981,13:31:08.760,49,187,31,,FX-12737,0,,M
891,41,Hanno Habighorst 41,68,72,3:10.727,"47,2",3:29:33.949,13:31:30.728,46,108,33,,FL-67553,0,,M
892,46,Xander Niezing 46,8,72,3:12.220,"46,8",3:29:39.604,13:31:36.383,39,133,35,,CV-94540,0,,M
893,14,Kerstin Lechtenberg 14,5,72,5:58.921,"25,1",3:29:50.044,13:31:46.823,63,142,35,,TW-27175,0,,F
894,21,Vladimir 21,7,72,4:20.196,"34,6",3:30:28.553,13:32:25.332,54,144,29,,TK-75384,0,,M
895,29,Pieter Sijbrandij 29,10,72,3:49.009,"39,3",3:30:46.891,13:32:43.670,38,131,31,,RR-86309,0,,M
896,24,Peter Coppens 24,53,72,3:26.833,"43,5",3:30:47.267,13:32:44.046,39,124,31,,FL-79890,0,,M
897,30,Bo Gustavsson 30,67,72,3:26.177,"43,7",3:30:48.318,13:32:45.097,51,120,31,,CK-85561,0,,M
898,31,Peter Haan 31,9,72,3:22.331,"44,5",3:30:49.514,13:32:46.293,24,171,31,,SW-67991,0,,M
899,13,Daniel Fenn 13,72,72,2:45.303,"54,4",3:30:55.009,13:32:51.788,44,166,31,,RS-44911,0,,M
900,3,Peter Welk 3,8,72,3:49.954,"39,1",3:31:03.848,13:33:00.627,51,142,31,,RG-24042,0,,M
901,40,Alexander Kamminga 40,52,72,3:56.890,38,3:31:04.506,13:33:01.285,47,143,31,,SW-51561,0,,M
902,16,Harry Lieben 16,10,72,3:10.316,"47,3",3:31:09.513,13:33:06.292,48,124,33,,SP-58826,0,,M
903,22,Reinis Avens 22,8,72,3:47.676,"39,5",3:31:24.326,13:33:21.105,47,141,27,,TN-05564,0,,M
904,32,Heinz Bentlage 32,8,72,3:58.897,"37,7",3:31:34.996,13:33:31.775,52,171,34,,LS-77829,0,,M
905,25,Ulrich Bentlage 25,8,72,3:59.677,"37,6",3:31:35.293,13:33:32.072,52,157,34,,TS-92224,0,,M
906,1,Christian Winkgen 1,64,72,3:43.627,"40,2",3:31:37.024,13:33:33.803,38,164,33,,FR-20127,0,,M
907,6,Bernhard Böhler 6,62,72,3:18.346,"45,4",3:31:53.602,13:33:50.381,32,215,34,,TH-71610,0,,M
908,7,Swannette Tempelman 7,58,72,3:50.850,39,3:31:57.643,13:33:54.422,54,170,33,,HL-85304,0,,F
909,12,Nici Walde 12,73,73,3:05.824,"48,4",3:32:04.412,13:34:01.191,48,126,31,,RS-39204,0,,F
910,11,Piet Kaagman 11,11,73,2:56.781,"50,9",3:32:06.499,13:34:03.278,37,174,31,,TT-76200,0,,M
911,28,Ymte Sijbrandij 28,71,73,3:06.989,"48,1",3:32:13.194,13:34:09.973,44,149,33,,FL-59825,0,,M
912,15,Alexander Lechtenberg 15,6,73,5:35.120,"26,9",3:32:33.690,13:34:30.469,47,126,33,,FL-68490,0,,M
913,41,Hanno Habighorst 41,69,73,3:15.318,"46,1",3:32:49.267,13:34:46.046,41,108,32,,FL-67553,0,,M
914,46,Xander Niezing 46,9,73,3:13.299,"46,6",3:32:52.903,13:34:49.682,38,129,31,,CV-94540,0,,M
915,8,Otmar Buchert 8,6,73,5:28.045,"27,4",3:33:00.606,13:34:57.385,49,158,30,,RR-17418,0,,M
916,35,Maarten Sijbrandij 35,57,73,3:49.540,"39,2",3:33:01.521,13:34:58.300,50,188,30,,FX-12737,0,,M
917,29,Pieter Sijbrandij 29,11,73,2:49.033,"53,2",3:33:35.924,13:35:32.703,33,129,33,,RR-86309,0,,M
918,13,Daniel Fenn 13,73,73,2:45.744,"54,3",3:33:40.753,13:35:37.532,41,165,33,,RS-44911,0,,M
919,31,Peter Haan 31,10,73,3:13.484,"46,5",3:34:02.998,13:35:59.777,22,172,30,,SW-67991,0,,M
920,24,Peter Coppens 24,54,73,3:28.189,"43,2",3:34:15.456,13:36:12.235,47,128,30,,FL-79890,0,,M
921,30,Bo Gustavsson 30,68,73,3:28.867,"43,1",3:34:17.185,13:36:13.964,58,121,30,,CK-85561,0,,M
922,16,Harry Lieben 16,11,73,3:12.081,"46,9",3:34:21.594,13:36:18.373,51,121,27,,SP-58826,0,,M
923,21,Vladimir 21,8,73,4:19.658,"34,7",3:34:48.211,13:36:44.990,55,147,29,,TK-75384,0,,M
924,3,Peter Welk 3,9,73,3:49.518,"39,2",3:34:53.366,13:36:50.145,55,144,28,,RG-24042,0,,M
925,40,Alexander Kamminga 40,53,73,3:49.808,"39,2",3:34:54.314,13:36:51.093,50,147,32,,SW-51561,0,,M
926,22,Reinis Avens 22,9,73,3:40.376,"40,8",3:35:04.702,13:37:01.481,52,141,30,,TN-05564,0,,M
927,11,Piet Kaagman 11,12,73,2:59.823,50,3:35:06.322,13:37:03.101,37,175,30,,TT-76200,0,,M
928,12,Nici Walde 12,74,74,3:03.088,"49,2",3:35:07.500,13:37:04.279,51,129,30,,RS-39204,0,,F
929,6,Bernhard Böhler 6,63,74,3:17.465,"45,6",3:35:11.067,13:37:07.846,31,221,30,,TH-71610,0,,M
930,1,Christian Winkgen 1,65,74,3:37.306,"41,4",3:35:14.330,13:37:11.109,36,165,28,,FR-20127,0,,M
931,28,Ymte Sijbrandij 28,72,74,3:15.836,46,3:35:29.030,13:37:25.809,45,148,31,,FL-59825,0,,M
932,25,Ulrich Bentlage 25,9,74,3:56.652,38,3:35:31.945,13:37:28.724,53,153,31,,TS-92224,0,,M
933,32,Heinz Bentlage 32,9,74,3:57.420,"37,9",3:35:32.416,13:37:29.195,54,168,31,,LS-77829,0,,M
934,7,Swannette Tempelman 7,59,74,3:44.221,"40,1",3:35:41.864,13:37:38.643,54,172,29,,HL-85304,0,,F
935,14,Kerstin Lechtenberg 14,6,74,6:04.510,"24,7",3:35:54.554,13:37:51.333,60,140,28,,TW-27175,0,,F
936,46,Xander Niezing 46,10,74,3:08.046,"47,9",3:36:00.949,13:37:57.728,39,131,27,,CV-94540,0,,M
937,41,Hanno Habighorst 41,70,74,3:14.225,"46,3",3:36:03.492,13:38:00.271,47,111,27,,FL-67553,0,,M
938,13,Daniel Fenn 13,74,74,2:47.953,"53,6",3:36:28.706,13:38:25.485,46,164,31,,RS-44911,0,,M
939,29,Pieter Sijbrandij 29,12,74,2:58.612,"50,4",3:36:34.536,13:38:31.315,48,130,29,,RR-86309,0,,M
940,35,Maarten Sijbrandij 35,58,74,3:58.211,"37,8",3:36:59.732,13:38:56.511,53,188,24,,FX-12737,0,,M
941,31,Peter Haan 31,11,74,3:18.977,"45,2",3:37:21.975,13:39:18.754,35,175,28,,SW-67991,0,,M
942,16,Harry Lieben 16,12,74,3:15.752,46,3:37:37.346,13:39:34.125,48,127,26,,SP-58826,0,,M
943,24,Peter Coppens 24,55,74,3:31.213,"42,6",3:37:46.669,13:39:43.448,46,128,25,,FL-79890,0,,M
944,30,Bo Gustavsson 30,69,74,3:32.100,"42,4",3:37:49.285,13:39:46.064,61,123,25,,CK-85561,0,,M
945,11,Piet Kaagman 11,13,74,2:56.293,"51,1",3:38:02.615,13:39:59.394,42,175,27,,TT-76200,0,,M
946,12,Nici Walde 12,75,75,3:07.795,"47,9",3:38:15.295,13:40:12.074,50,126,27,,RS-39204,0,,F
947,15,Alexander Lechtenberg 15,7,75,5:43.894,"26,2",3:38:17.584,13:40:14.363,51,133,26,,FL-68490,0,,M
948,6,Bernhard Böhler 6,64,75,3:20.101,45,3:38:31.168,13:40:27.947,36,213,28,,TH-71610,0,,M
949,28,Ymte Sijbrandij 28,73,75,3:18.270,"45,4",3:38:47.300,13:40:44.079,46,148,27,,FL-59825,0,,M
950,1,Christian Winkgen 1,66,75,3:33.748,"42,1",3:38:48.078,13:40:44.857,35,158,27,,FR-20127,0,,M
951,22,Reinis Avens 22,10,75,3:49.358,"39,2",3:38:54.060,13:40:50.839,57,147,27,,TN-05564,0,,M
952,46,Xander Niezing 46,11,75,3:10.521,"47,2",3:39:11.470,13:41:08.249,38,128,28,,CV-94540,0,,M
953,21,Vladimir 21,9,75,4:24.198,"34,1",3:39:12.409,13:41:09.188,57,155,28,,TK-75384,0,,M
954,41,Hanno Habighorst 41,71,75,3:18.654,"45,3",3:39:22.146,13:41:18.925,49,107,27,,FL-67553,0,,M
955,7,Swannette Tempelman 7,60,75,3:41.739,"40,6",3:39:23.603,13:41:20.382,57,173,27,,HL-85304,0,,F
956,13,Daniel Fenn 13,75,75,2:57.086,"50,8",3:39:25.792,13:41:22.571,48,165,27,,RS-44911,0,,M
957,25,Ulrich Bentlage 25,10,75,4:07.576,"36,4",3:39:39.521,13:41:36.300,53,152,25,,TS-92224,0,,M
958,32,Heinz Bentlage 32,10,75,4:07.225,"36,4",3:39:39.641,13:41:36.420,54,170,25,,LS-77829,0,,M
959,29,Pieter Sijbrandij 29,13,75,3:05.506,"48,5",3:39:40.042,13:41:36.821,52,130,25,,RR-86309,0,,M
960,8,Otmar Buchert 8,7,75,6:56.388,"21,6",3:39:56.994,13:41:53.773,56,160,25,,RR-17418,0,,M
961,31,Peter Haan 31,12,75,3:21.325,"44,7",3:40:43.300,13:42:40.079,33,170,24,,SW-67991,0,,M
962,16,Harry Lieben 16,13,75,3:25.218,"43,9",3:41:02.564,13:42:59.343,54,128,25,,SP-58826,0,,M
963,11,Piet Kaagman 11,14,75,3:07.827,"47,9",3:41:10.442,13:43:07.221,38,176,25,,TT-76200,0,,M
964,3,Peter Welk 3,10,75,6:21.566,"23,6",3:41:14.932,13:43:11.711,75,156,24,,RG-24042,0,,M
965,24,Peter Coppens 24,56,75,3:33.455,"42,2",3:41:20.124,13:43:16.903,45,126,24,,FL-79890,0,,M
966,12,Nici Walde 12,76,76,3:15.608,46,3:41:30.903,13:43:27.682,51,125,25,,RS-39204,0,,F
967,14,Kerstin Lechtenberg 14,7,76,5:53.775,"25,4",3:41:48.329,13:43:45.108,45,149,24,,TW-27175,0,,F
968,28,Ymte Sijbrandij 28,74,76,3:18.423,"45,4",3:42:05.723,13:44:02.502,46,147,26,,FL-59825,0,,M
969,35,Maarten Sijbrandij 35,59,76,5:08.403,"29,2",3:42:08.135,13:44:04.914,51,188,26,,FX-12737,0,,M
970,46,Xander Niezing 46,12,76,3:18.676,"45,3",3:42:30.146,13:44:26.925,42,134,24,,CV-94540,0,,M
971,13,Daniel Fenn 13,76,76,3:06.460,"48,3",3:42:32.252,13:44:29.031,47,167,24,,RS-44911,0,,M
972,1,Christian Winkgen 1,67,76,3:44.622,"40,1",3:42:32.700,13:44:29.479,39,158,24,,FR-20127,0,,M
973,29,Pieter Sijbrandij 29,14,76,3:05.811,"48,4",3:42:45.853,13:44:42.632,56,133,24,,RR-86309,0,,M
974,41,Hanno Habighorst 41,72,76,3:26.815,"43,5",3:42:48.961,13:44:45.740,53,104,25,,FL-67553,0,,M
975,22,Reinis Avens 22,11,76,3:58.216,"37,8",3:42:52.276,13:44:49.055,56,148,25,,TN-05564,0,,M
976,7,Swannette Tempelman 7,61,76,3:52.726,"38,7",3:43:16.329,13:45:13.108,59,174,28,,HL-85304,0,,F
977,21,Vladimir 21,10,76,4:20.423,"34,6",3:43:32.832,13:45:29.611,56,146,26,,TK-75384,0,,M
978,25,Ulrich Bentlage 25,11,76,3:59.048,"37,6",3:43:38.569,13:45:35.348,54,152,26,,TS-92224,0,,M
979,32,Heinz Bentlage 32,11,76,3:59.363,"37,6",3:43:39.004,13:45:35.783,55,167,26,,LS-77829,0,,M
980,31,Peter Haan 31,13,76,3:18.638,"45,3",3:44:01.938,13:45:58.717,30,166,24,,SW-67991,0,,M
981,11,Piet Kaagman 11,15,76,3:12.271,"46,8",3:44:22.713,13:46:19.492,42,173,26,,TT-76200,0,,M
982,16,Harry Lieben 16,14,76,3:32.729,"42,3",3:44:35.293,13:46:32.072,55,130,25,,SP-58826,0,,M
983,12,Nici Walde 12,77,77,3:19.302,"45,2",3:44:50.205,13:46:46.984,51,126,26,,RS-39204,0,,F
984,24,Peter Coppens 24,57,77,3:38.381,"41,2",3:44:58.505,13:46:55.284,41,126,26,,FL-79890,0,,M
985,28,Ymte Sijbrandij 28,75,77,3:21.937,"44,6",3:45:27.660,13:47:24.439,47,150,30,,FL-59825,0,,M
986,15,Alexander Lechtenberg 15,8,77,7:10.645,"20,9",3:45:28.229,13:47:25.008,52,134,30,,FL-68490,0,,M
987,3,Peter Welk 3,11,77,4:22.034,"34,3",3:45:36.966,13:47:33.745,50,140,32,,RG-24042,0,,M
988,8,Otmar Buchert 8,8,77,5:40.483,"26,4",3:45:37.477,13:47:34.256,52,157,32,,RR-17418,0,,M
989,13,Daniel Fenn 13,77,77,3:12.136,"46,8",3:45:44.388,13:47:41.167,47,168,32,,RS-44911,0,,M
990,29,Pieter Sijbrandij 29,15,77,3:02.040,"49,4",3:45:47.893,13:47:44.672,47,140,32,,RR-86309,0,,M
991,46,Xander Niezing 46,13,77,3:20.081,45,3:45:50.227,13:47:47.006,37,130,32,,CV-94540,0,,M
992,35,Maarten Sijbrandij 35,60,77,3:48.048,"39,5",3:45:56.183,13:47:52.962,50,186,42,,FX-12737,0,,M
993,1,Christian Winkgen 1,68,77,3:47.017,"39,6",3:46:19.717,13:48:16.496,41,160,36,,FR-20127,0,,M
994,41,Hanno Habighorst 41,73,77,3:39.534,41,3:46:28.495,13:48:25.274,55,105,37,,FL-67553,0,,M
995,22,Reinis Avens 22,12,77,3:58.472,"37,7",3:46:50.748,13:48:47.527,55,148,37,,TN-05564,0,,M
996,7,Swannette Tempelman 7,62,77,4:01.156,"37,3",3:47:17.485,13:49:14.264,60,176,30,,HL-85304,0,,F
997,31,Peter Haan 31,14,77,3:15.713,46,3:47:17.651,13:49:14.430,28,178,30,,SW-67991,0,,M
998,14,Kerstin Lechtenberg 14,8,77,5:42.977,"26,2",3:47:31.306,13:49:28.085,26,148,26,,TW-27175,0,,F
999,11,Piet Kaagman 11,16,77,3:08.898,"47,6",3:47:31.611,13:49:28.390,38,175,26,,TT-76200,0,,M
1000,32,Heinz Bentlage 32,12,77,3:59.372,"37,6",3:47:38.376,13:49:35.155,54,169,27,,LS-77829,0,,M
1001,25,Ulrich Bentlage 25,12,77,3:59.845,"37,5",3:47:38.414,13:49:35.193,48,148,27,,TS-92224,0,,M
1002,21,Vladimir 21,11,77,4:23.803,"34,1",3:47:56.635,13:49:53.414,53,146,30,,TK-75384,0,,M
1003,16,Harry Lieben 16,15,77,3:39.994,"40,9",3:48:15.287,13:50:12.066,54,131,32,,SP-58826,0,,M
1004,12,Nici Walde 12,78,78,3:27.073,"43,5",3:48:17.278,13:50:14.057,48,127,32,,RS-39204,0,,F
1005,24,Peter Coppens 24,58,78,3:40.749,"40,8",3:48:39.254,13:50:36.033,39,126,34,,FL-79890,0,,M
1006,28,Ymte Sijbrandij 28,76,78,3:23.079,"44,3",3:48:50.739,13:50:47.518,45,150,37,,FL-59825,0,,M
1007,13,Daniel Fenn 13,78,78,3:13.558,"46,5",3:48:57.946,13:50:54.725,48,169,31,,RS-44911,0,,M
1008,29,Pieter Sijbrandij 29,16,78,3:14.016,"46,4",3:49:01.909,13:50:58.688,50,137,31,,RR-86309,0,,M
1009,46,Xander Niezing 46,14,78,3:25.280,"43,8",3:49:15.507,13:51:12.286,39,132,35,,CV-94540,0,,M
1010,3,Peter Welk 3,12,78,4:06.559,"36,5",3:49:43.525,13:51:40.304,47,140,33,,RG-24042,0,,M
1011,35,Maarten Sijbrandij 35,61,78,3:50.134,"39,1",3:49:46.317,13:51:43.096,50,185,33,,FX-12737,0,,M
1012,41,Hanno Habighorst 41,74,78,3:40.461,"40,8",3:50:08.956,13:52:05.735,43,107,36,,FL-67553,0,,M
1013,1,Christian Winkgen 1,69,78,3:49.990,"39,1",3:50:09.707,13:52:06.486,32,161,36,,FR-20127,0,,M
1014,40,Alexander Kamminga 40,54,78,15:25.525,"9,7",3:50:19.839,13:52:16.618,63,150,37,,SW-51561,0,,M
1015,31,Peter Haan 31,15,78,3:22.349,"44,5",3:50:40.000,13:52:36.779,26,181,36,,SW-67991,0,,M
1016,11,Piet Kaagman 11,17,78,3:08.660,"47,7",3:50:40.271,13:52:37.050,29,173,36,,TT-76200,0,,M
1017,22,Reinis Avens 22,13,78,4:02.330,"37,1",3:50:53.078,13:52:49.857,55,145,38,,TN-05564,0,,M
1018,15,Alexander Lechtenberg 15,9,78,5:51.937,"25,6",3:51:20.166,13:53:16.945,55,135,37,,FL-68490,0,,M
1019,8,Otmar Buchert 8,9,78,5:44.897,"26,1",3:51:22.374,13:53:19.153,51,155,37,,RR-17418,0,,M
1020,7,Swannette Tempelman 7,63,78,4:06.786,"36,5",3:51:24.271,13:53:21.050,59,175,37,,HL-85304,0,,F
1021,25,Ulrich Bentlage 25,13,78,3:56.953,38,3:51:35.367,13:53:32.146,51,151,28,,TS-92224,0,,M
1022,32,Heinz Bentlage 32,13,78,3:57.607,"37,9",3:51:35.983,13:53:32.762,51,165,28,,LS-77829,0,,M
1023,12,Nici Walde 12,79,79,3:34.451,42,3:51:51.729,13:53:48.508,47,126,37,,RS-39204,0,,F
1024,28,Ymte Sijbrandij 28,77,79,3:20.680,"44,8",3:52:11.419,13:54:08.198,45,150,40,,FL-59825,0,,M
1025,13,Daniel Fenn 13,79,79,3:15.620,46,3:52:13.566,13:54:10.345,45,168,40,,RS-44911,0,,M
1026,21,Vladimir 21,12,79,4:22.777,"34,2",3:52:19.412,13:54:16.191,55,154,36,,TK-75384,0,,M
1027,24,Peter Coppens 24,59,79,3:41.552,"40,6",3:52:20.806,13:54:17.585,39,124,36,,FL-79890,0,,M
1028,29,Pieter Sijbrandij 29,17,79,3:24.421,44,3:52:26.330,13:54:23.109,46,137,36,,RR-86309,0,,M
1029,46,Xander Niezing 46,15,79,3:25.847,"43,7",3:52:41.354,13:54:38.133,39,127,36,,CV-94540,0,,M
1030,14,Kerstin Lechtenberg 14,9,79,5:46.253,26,3:53:17.559,13:55:14.338,56,136,41,,TW-27175,0,,F
1031,35,Maarten Sijbrandij 35,62,79,3:53.721,"38,5",3:53:40.038,13:55:36.817,48,188,41,,FX-12737,0,,M
1032,11,Piet Kaagman 11,18,79,3:08.418,"47,8",3:53:48.689,13:55:45.468,39,174,37,,TT-76200,0,,M
1033,3,Peter Welk 3,13,79,4:10.029,36,3:53:53.554,13:55:50.333,55,141,33,,RG-24042,0,,M
1034,41,Hanno Habighorst 41,75,79,3:49.546,"39,2",3:53:58.502,13:55:55.281,54,107,30,,FL-67553,0,,M
1035,1,Christian Winkgen 1,70,79,3:59.928,"37,5",3:54:09.635,13:56:06.414,41,159,28,,FR-20127,0,,M
1036,31,Peter Haan 31,16,79,3:32.848,"42,3",3:54:12.848,13:56:09.627,33,172,28,,SW-67991,0,,M
1037,30,Bo Gustavsson 30,70,79,16:44.256,9,3:54:33.541,13:56:30.320,50,122,29,,CK-85561,0,,M
1038,40,Alexander Kamminga 40,55,79,4:25.588,"33,9",3:54:45.427,13:56:42.206,51,146,30,,SW-51561,0,,M
1039,7,Swannette Tempelman 7,64,79,4:01.012,"37,3",3:55:25.283,13:57:22.062,61,175,31,,HL-85304,0,,F
1040,12,Nici Walde 12,80,80,3:36.043,"41,7",3:55:27.772,13:57:24.551,38,123,28,,RS-39204,0,,F
1041,25,Ulrich Bentlage 25,14,80,3:52.437,"38,7",3:55:27.804,13:57:24.583,48,154,28,,TS-92224,0,,M
1042,28,Ymte Sijbrandij 28,78,80,3:18.717,"45,3",3:55:30.136,13:57:26.915,46,150,28,,FL-59825,0,,M
1043,13,Daniel Fenn 13,80,80,3:17.650,"45,5",3:55:31.216,13:57:27.995,46,167,28,,RS-44911,0,,M
1044,29,Pieter Sijbrandij 29,18,80,3:23.787,"44,2",3:55:50.117,13:57:46.896,52,137,33,,RR-86309,0,,M
1045,24,Peter Coppens 24,60,80,3:44.251,"40,1",3:56:05.057,13:58:01.836,40,125,31,,FL-79890,0,,M
1046,46,Xander Niezing 46,16,80,3:29.265,43,3:56:10.619,13:58:07.398,38,129,31,,CV-94540,0,,M
1047,21,Vladimir 21,13,80,4:23.174,"34,2",3:56:42.586,13:58:39.365,51,147,35,,TK-75384,0,,M
1048,11,Piet Kaagman 11,19,80,3:09.992,"47,4",3:56:58.681,13:58:55.460,29,175,35,,TT-76200,0,,M
1049,8,Otmar Buchert 8,10,80,5:50.343,"25,7",3:57:12.717,13:59:09.496,52,150,44,,RR-17418,0,,M
1050,15,Alexander Lechtenberg 15,10,80,5:55.304,"25,3",3:57:15.470,13:59:12.249,49,139,38,,FL-68490,0,,M
1051,32,Heinz Bentlage 32,14,80,6:01.211,"24,9",3:57:37.194,13:59:33.973,53,166,44,,LS-77829,0,,M
1052,41,Hanno Habighorst 41,76,80,3:44.057,"40,2",3:57:42.559,13:59:39.338,54,109,43,,FL-67553,0,,M
1053,22,Reinis Avens 22,14,80,6:53.854,"21,7",3:57:46.932,13:59:43.711,110,164,35,,TN-05564,0,,M
1054,3,Peter Welk 3,14,80,4:11.899,"35,7",3:58:05.453,14:00:02.232,51,143,37,,RG-24042,0,,M
1055,1,Christian Winkgen 1,71,80,4:05.204,"36,7",3:58:14.839,14:00:11.618,36,158,31,,FR-20127,0,,M
1056,30,Bo Gustavsson 30,71,80,3:43.096,"40,3",3:58:16.637,14:00:13.416,50,121,31,,CK-85561,0,,M
1057,28,Ymte Sijbrandij 28,79,80,3:15.627,46,3:58:45.763,14:00:42.542,42,151,39,,FL-59825,0,,M
1058,13,Daniel Fenn 13,81,81,3:15.277,"46,1",3:58:46.493,14:00:43.272,46,168,39,,RS-44911,0,,M
1059,12,Nici Walde 12,81,81,3:27.636,"43,3",3:58:55.408,14:00:52.187,46,128,42,,RS-39204,0,,F
1060,40,Alexander Kamminga 40,56,81,4:13.873,"35,5",3:58:59.300,14:00:56.079,44,145,42,,SW-51561,0,,M
1061,14,Kerstin Lechtenberg 14,10,81,5:54.592,"25,4",3:59:12.151,14:01:08.930,30,146,34,,TW-27175,0,,F
1062,29,Pieter Sijbrandij 29,19,81,3:23.890,"44,1",3:59:14.007,14:01:10.786,53,137,34,,RR-86309,0,,M
1063,25,Ulrich Bentlage 25,15,81,3:56.361,"38,1",3:59:24.165,14:01:20.944,50,151,40,,TS-92224,0,,M
1064,7,Swannette Tempelman 7,65,81,4:09.878,36,3:59:35.161,14:01:31.940,55,176,43,,HL-85304,0,,F
1065,46,Xander Niezing 46,17,81,3:28.011,"43,3",3:59:38.630,14:01:35.409,38,128,43,,CV-94540,0,,M
1066,31,Peter Haan 31,17,81,5:35.107,"26,9",3:59:47.955,14:01:44.734,22,173,32,,SW-67991,0,,M
1067,24,Peter Coppens 24,61,81,3:45.769,"39,9",3:59:50.826,14:01:47.605,35,127,45,,FL-79890,0,,M
1068,11,Piet Kaagman 11,20,81,3:16.267,"45,9",4:00:14.948,14:02:11.727,29,175,47,,TT-76200,0,,M
1069,35,Maarten Sijbrandij 35,63,81,6:51.917,"21,8",4:00:31.955,14:02:28.734,111,188,45,,FX-12737,0,,M
1070,35,Maarten Sijbrandij 35,63,81,6078,"1480,8",4:00:31.955,14:02:34.812,111,188,38,,FX-12737,0,,M
1071,21,Vladimir 21,14,81,4:25.018,34,4:01:07.604,14:03:04.383,52,149,41,,TK-75384,0,,M
1072,41,Hanno Habighorst 41,77,81,3:55.971,"38,1",4:01:38.530,14:03:35.309,55,113,34,,FL-67553,0,,M
1073,32,Heinz Bentlage 32,15,81,4:02.843,"37,1",4:01:40.037,14:03:36.816,53,168,34,,LS-77829,0,,M
1074,30,Bo Gustavsson 30,72,81,3:36.692,"41,5",4:01:53.329,14:03:50.108,50,122,34,,CK-85561,0,,M
1075,35,Maarten Sijbrandij 35,63,81,1:23.603,"107,7",4:00:31.955,14:03:52.337,85,186,34,,FX-12737,0,,M
1076,28,Ymte Sijbrandij 28,80,81,3:16.666,"45,8",4:02:02.429,14:03:59.208,45,149,35,,FL-59825,0,,M
1077,13,Daniel Fenn 13,82,82,3:16.486,"45,8",4:02:02.979,14:03:59.758,46,167,35,,RS-44911,0,,M
1078,3,Peter Welk 3,15,82,4:09.572,"36,1",4:02:15.025,14:04:11.804,50,142,29,,RG-24042,0,,M
1079,1,Christian Winkgen 1,72,82,4:04.636,"36,8",4:02:19.475,14:04:16.254,39,160,29,,FR-20127,0,,M
